,name,address,brand,is_self,gas,diesel,washcar,lpg,fixcar,convenience,hour24,gu,lat,lng
230,행촌제2주유소,서울 서대문구 성산로 490 (대신동),SK에너지,Y,"1,643","1,567",Y,N,N,Y,Y,서대문구,37.5677894,126.9488821
231,만남의광장주유소,서울 서초구 양재대로12길 73-71,알뜰(ex),Y,"1,534","1,494",N,Y,N,Y,Y,서초구,37.4599063,127.0420601
232,극동유화(주) 전당앞주유소,서울 서초구 남부순환로 2391 (서초동),S-OIL,Y,"1,595","1,625",Y,Y,Y,N,N,서초구,37.480541,127.0119248
233,양재최고주유소,서울 서초구 매헌로 72 (양재동),S-OIL,N,"1,598","1,598",Y,N,N,N,N,서초구,37.4670964,127.0347052
234,(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),SK에너지,Y,"1,605","1,595",Y,N,N,N,N,서초구,37.46678,126.9879585
235,(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),GS칼텍스,Y,"1,615","1,645",N,N,N,N,N,서초구,37.4861448,127.0107621
236,에쓰오일(주)직영 오토테크주유소,서울특별시 서초구 효령로 356 (서초동),S-OIL,Y,"1,619","1,659",Y,N,Y,N,N,서초구,37.48645339999999,127.0230515
237,서초꽃마을주유소,서울 서초구 반포대로 69 (서초동),GS칼텍스,Y,"1,625","1,655",N,N,N,N,N,서초구,37.4864212,127.0098686
238,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,GS칼텍스,N,"1,626","1,678",Y,N,N,Y,N,서초구,37.4825475,127.0185027
239,태봉셀프주유소,서울 서초구 태봉로 117 (우면동),SK에너지,Y,"1,635","1,645",Y,N,Y,N,N,서초구,37.4682684,127.0281865
240,에너지플러스허브 삼방주유소,서울 서초구 사평대로 364 (서초동),GS칼텍스,Y,"1,638","1,740",Y,N,N,N,Y,서초구,37.50367079999999,127.0231767
241,현대오일뱅크㈜직영 사평로주유소,서울 서초구 사평대로 350 (서초동),현대오일뱅크,N,"1,638","1,702",Y,N,N,N,N,서초구,37.503247,127.0215027
242,반포그린주유소,서울 서초구 서초중앙로 239 (반포동),GS칼텍스,Y,"1,638","1,688",Y,N,N,N,N,서초구,37.5030662,127.010946
243,헌릉로주유소,서울 서초구 헌릉로 177 (내곡동),S-OIL,Y,"1,639","1,699",N,N,N,N,N,서초구,37.4574054,127.0601804
244,신반포주유소,서울 서초구 사평대로 94 (반포동),SK에너지,Y,"1,641","1,681",Y,N,N,N,Y,서초구,37.4983258,126.9949336
245,한독주유소,서울 서초구 방배로 218 (방배동),GS칼텍스,Y,"1,641","1,681",N,N,N,N,N,서초구,37.4927228,126.9908766
246,현대오일뱅크(주)직영 팔레스주유소,서울 서초구 사평대로 136 (반포동),현대오일뱅크,N,"1,642","1,682",N,N,N,N,Y,서초구,37.5000819,126.9991738
247,지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206 (방배동),GS칼텍스,N,"1,649","1,659",Y,N,N,N,N,서초구,37.4948943,126.9832005
248,현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,현대오일뱅크,N,"1,659","1,659",Y,N,N,N,N,서초구,37.4735423,127.0397686
249,양재주유소,서울 서초구 바우뫼로 178,SK에너지,N,"1,659","1,659",Y,N,N,N,Y,서초구,37.4780706,127.03961
250,말죽거리주유소,서울 서초구 남부순환로 2650 (양재동),GS칼텍스,N,"1,666","1,686",N,N,N,N,N,서초구,37.4851407,127.0406537
251,대성산업(주)직영 강남주유소,서울 서초구 반포대로 284 (반포동),GS칼텍스,Y,"1,668","1,669",N,N,N,N,N,서초구,37.50460229999999,127.0018098
252,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),SK에너지,Y,"1,669","1,667",Y,N,N,Y,Y,서초구,37.46283870000001,127.0374413
253,현대오일뱅크(주)직영 서초제일주유소,서울 서초구 사임당로 116 (서초동),현대오일뱅크,N,"1,674","1,704",Y,N,N,N,N,서초구,37.4904892,127.0226088
254,현대오일뱅크(주)직영 방배현대주유소,서울 서초구 동작대로 182 (방배동),현대오일뱅크,N,"1,674","1,714",Y,N,Y,N,N,서초구,37.4927581,126.9832272
255,대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),GS칼텍스,N,"1,698","1,679",Y,N,N,N,Y,서초구,37.5067869,127.0087106
256,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),GS칼텍스,N,"1,750","1,712",Y,N,N,Y,Y,서초구,37.5161162,127.018846
257,방배동주유소,서울 서초구 효령로 29 (방배동),SK에너지,N,"1,793","1,791",Y,N,N,N,N,서초구,37.4780874,126.9877574
258,(주)홈런주유소,서울 서초구 양재대로2길 100-30 (우면동),S-OIL,Y,"1,798","1,798",Y,N,N,N,Y,서초구,37.4644963,127.0417509
259,(주)선문에너지 중앙주유소,서울특별시 서초구 바우뫼로 219 (양재1동),S-OIL,N,"1,989","2,098",Y,N,N,N,N,서초구,37.4815383,127.0422126
260,대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),SK에너지,N,"1,998","1,998",Y,N,N,N,N,서초구,37.4927077,127.0076076
261,(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),S-OIL,Y,"1,544","1,524",Y,N,N,N,Y,성동구,37.5641954,127.0555794
262,정호주유소,서울 성동구 고산자로 307 (마장동),자가상표,N,"1,595","1,535",N,N,N,N,N,성동구,37.5668696,127.0363928
263,KLP제2주유소,서울 성동구 동일로 249 (송정동),현대오일뱅크,Y,"1,595","1,514",N,N,N,N,N,성동구,37.5538684,127.0703265
264,현대오일뱅크(주) 성동셀프주유소,서울 성동구 마장로 311 (마장동),현대오일뱅크,Y,"1,595","1,565",Y,N,N,N,N,성동구,37.5669759,127.0437017
265,지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,GS칼텍스,Y,"1,596","1,533",Y,N,Y,N,Y,성동구,37.5419698,127.063446
266,삼우주유소,서울 성동구 천호대로 392,SK에너지,N,"1,598","1,598",Y,N,N,N,N,성동구,37.5613925,127.0622849
267,현대오일뱅크㈜직영 효진주유소,서울 성동구 동일로 129,현대오일뱅크,N,"1,616","1,553",Y,N,N,N,N,성동구,37.5440751,127.064635
268,SK에너지(주) 군자동주유소,서울 성동구 천호대로 446 (용답동),SK에너지,N,"1,629","1,579",Y,N,N,N,Y,성동구,37.56051280000001,127.0682779
269,SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352 (성수동1가),SK에너지,N,"1,679","1,699",Y,N,N,N,N,성동구,37.5399558,127.0498823
270,SK KH에너지 성수만세주유소,서울 성동구 왕십리로 109,SK에너지,Y,"1,698","1,678",Y,N,Y,Y,N,성동구,37.5474233,127.044265
271,SK세원2주유소,서울 성동구 광나루로 184 (성수동1가),SK에너지,N,"1,760","1,725",Y,N,Y,N,N,성동구,37.5508115,127.0504428
272,금호주유소,서울 성동구 금호로 39 (금호동4가),GS칼텍스,N,"1,842","1,842",N,N,N,N,N,성동구,37.5470255,127.0250296
273,동일주유소,서울 성동구 광나루로 254 (성수동2가),현대오일뱅크,N,"1,899","1,887",Y,N,N,N,N,성동구,37.548454,127.0578139
274,청계로주유소,서울 성동구 청계천로 454 (하왕십리동),SK에너지,N,"2,098","2,097",Y,N,N,N,N,성동구,37.5700016,127.0273779
275,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),GS칼텍스,N,"2,135","2,098",N,N,N,N,N,성동구,37.5409535,127.0113872
276,(주)삼표에너지 정릉주유소,서울 성북구 보국문로 35 (정릉동),GS칼텍스,Y,"1,525","1,485",Y,N,Y,N,N,성북구,37.6076598,127.0098583
277,이케이에너지(주) 강산제2주유소,서울 성북구 보국문로 52,현대오일뱅크,Y,"1,525","1,485",Y,N,N,N,N,성북구,37.6091627,127.0100739
278,(주)성북주유소,서울 성북구 보문로 142,현대오일뱅크,Y,"1,535","1,535",Y,N,N,N,N,성북구,37.5876306,127.0183757
279,재정제2주유소 길음지점,서울 성북구 삼양로 78 (길음동),현대오일뱅크,N,"1,539","1,559",N,N,N,N,N,성북구,37.6102602,127.0227323
280,원천주유소,서울 성북구 돌곶이로 142 (장위동),알뜰주유소,N,"1,539","1,475",N,N,N,N,N,성북구,37.614921,127.0527521
281,이케이에너지㈜ 강산주유소,서울 성북구 보문로 27 (보문동7가),GS칼텍스,Y,"1,545","1,495",Y,N,N,N,Y,성북구,37.5797898,127.0225999
282,㈜명연에너지 효성주유소,서울 성북구 화랑로 27,GS칼텍스,N,"1,555","1,525",Y,N,Y,N,Y,성북구,37.6031617,127.0353088
283,우리주유소,서울 성북구 화랑로 292,SK에너지,Y,"1,565","1,495",Y,N,Y,N,Y,성북구,37.6126933,127.0612878
284,장위주유소,서울 성북구 화랑로 110 (하월곡동),S-OIL,Y,"1,565","1,495",Y,N,N,N,Y,성북구,37.6041779,127.0409997
285,(주)신용 구도일주유소화랑로,서울 성북구 화랑로 174,S-OIL,Y,"1,573","1,543",Y,N,Y,N,N,성북구,37.6068649,127.0500704
286,SK에너지(주) 드림랜드주유소,서울 성북구 월계로 128 (장위동),SK에너지,N,"1,574","1,534",N,N,N,N,N,성북구,37.6165378,127.041418
287,현대오일뱅크㈜직영 고대셀프주유소,서울 성북구 종암로 12 (종암동),현대오일뱅크,Y,"1,585","1,525",Y,N,N,N,N,성북구,37.5916818,127.0366505
288,지에스칼텍스(주) 종암주유소,서울 성북구 종암로 145 (종암동),GS칼텍스,Y,"1,585","1,525",Y,N,N,N,Y,성북구,37.602751,127.0320219
289,현대오일뱅크㈜직영 장삼주유소,서울 성북구 한천로 612 (장위동),현대오일뱅크,Y,"1,585","1,545",Y,N,N,Y,N,성북구,37.613583,127.0602017
290,현대오일뱅크㈜직영 북악셀프주유소,서울 성북구 정릉로 218 (정릉동),현대오일뱅크,Y,"1,587","1,547",Y,N,N,N,N,성북구,37.6054734,127.0085146
291,중앙에너비스 종암지점,서울 성북구 종암로 58,SK에너지,Y,"1,595","1,515",Y,N,N,N,Y,성북구,37.5956106,127.0360234
292,신동방주유소,서울 성북구 월계로 84 (장위동),S-OIL,Y,"1,595","1,525",N,N,N,N,N,성북구,37.6134086,127.0381078
293,동일주유소,서울특별시 성북구 보문로 85 (보문동5가),S-OIL,Y,"1,605","1,585",Y,N,N,N,Y,성북구,37.58266,127.0191769
294,신방주유소,서울 성북구 안암로 111 (안암동5가),S-OIL,N,"1,619","1,579",N,N,N,N,N,성북구,37.5855042,127.031798
295,현대오일뱅크㈜직영 아리랑주유소,서울 성북구 아리랑로 96 (정릉동),현대오일뱅크,N,"1,637","1,577",Y,N,N,N,Y,성북구,37.6004781,127.014224
296,삼선주유소,서울 성북구 창경궁로 324,S-OIL,Y,"1,675","1,535",Y,N,N,N,N,성북구,37.5879082,127.005575
297,지에스칼텍스㈜ 화랑주유소,서울 성북구 화랑로 185,GS칼텍스,N,"1,769","1,781",N,N,N,N,N,성북구,37.6078298,127.0507241
298,지에스칼텍스㈜ 세창주유소,서울 성북구 동소문로 323,GS칼텍스,Y,"1,777","1,783",N,N,N,N,N,성북구,37.6087501,127.0295068
299,위례제일주유소,서울 송파구 위례서로 260,S-OIL,Y,"1,563","1,564",Y,N,N,N,N,송파구,37.5145437,127.1065971
300,(주)삼표에너지 우리주유소,서울 송파구 동남로 153,GS칼텍스,Y,"1,577","1,619",Y,N,N,N,N,송파구,37.4924385,127.1273761
301,지에스이앤알 직영 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),현대오일뱅크,Y,"1,577","1,617",Y,N,Y,N,Y,송파구,37.5016389,127.0972415
302,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),SK에너지,Y,"1,577","1,617",Y,N,Y,N,N,송파구,37.4992615,127.0970677
303,완불주유소,서울 송파구 송파대로 3 (장지동),SK에너지,Y,"1,582","1,582",Y,N,N,N,Y,송파구,37.480358,127.144757
304,위례드림주유소,서울시 송파구 위례중앙로 10,S-OIL,Y,"1,583","1,564",Y,N,N,N,Y,송파구,37.4747249,127.1406367
305,지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,GS칼텍스,Y,"1,583","1,564",Y,N,N,Y,Y,송파구,37.4933874,127.0970049
306,상아주유소,서울 송파구 거마로 82,S-OIL,Y,"1,583","1,564",Y,N,N,N,N,송파구,37.49999469999999,127.1478649
307,남성대주유소,서울 송파구 송파대로 52 (장지동),SK에너지,Y,"1,583","1,564",Y,N,Y,N,Y,송파구,37.483207,127.1360678
308,지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),GS칼텍스,Y,"1,583","1,564",Y,N,N,N,N,송파구,37.4747249,127.1406367
309,(주)삼표에너지 아시아주유소,서울 송파구 도곡로 438 (잠실동),GS칼텍스,Y,"1,587","1,617",Y,N,N,N,N,송파구,37.5045724,127.0773804
310,방이주유소,서울 송파구 위례성대로12길 38 (방이동),SK에너지,N,"1,587","1,617",Y,N,Y,N,N,송파구,37.5106482,127.1207327
311,대성석유(주)석촌주유소,서울 송파구 백제고분로 289,GS칼텍스,N,"1,587","1,619",N,N,Y,N,N,송파구,37.5028085,127.0985428
312,삼화주유소,서울 송파구 백제고분로 125,GS칼텍스,Y,"1,587","1,617",N,N,N,N,Y,송파구,37.5066136,127.0808774
313,대성주유소,서울 송파구 마천로 230 (마천동),SK에너지,N,"1,588","1,598",Y,N,N,N,N,송파구,37.498913,127.1579788
314,(주)유진주유소,서울 송파구 동남로 325 (오금동),SK에너지,N,"1,591","1,617",Y,N,N,N,N,송파구,37.5044957,127.1383244
315,(주)삼표에너지 훼미리주유소,서울 송파구 중대로 58 (문정동),GS칼텍스,N,"1,597","1,625",Y,N,N,N,N,송파구,37.4911956,127.1153371
316,삼전셀프주유소,서울 송파구 백제고분로 199,SK에너지,Y,"1,597","1,617",Y,N,N,N,Y,송파구,37.5043717,127.089132
317,현대오일뱅크㈜직영 잠실셀프주유소,서울 송파구 송파대로 397 (석촌동),현대오일뱅크,Y,"1,597","1,617",N,N,N,N,Y,송파구,37.5026732,127.1089745
318,(주)신화에너지 서울지점,서울 송파구 가락로 47 (석촌동),SK에너지,Y,"1,599","1,617",Y,N,Y,N,Y,송파구,37.499472,127.1017541
319,(주)잠실에너지,서울 송파구 송파대로 442 (송파동),S-OIL,Y,"1,613","1,619",Y,N,Y,N,Y,송파구,37.50460899999999,127.1119305
320,백제고분로주유소,서울 송파구 오금로 143 (방이동),SK에너지,Y,"1,613","1,619",Y,N,Y,Y,Y,송파구,37.5121952,127.1168471
321,(주)정직한주유소,서울 송파구 오금로 455 (거여동),현대오일뱅크,Y,"1,618","1,628",Y,N,N,N,N,송파구,37.4900434,127.1462058
322,제트라인DM주유소,서울 송파구 중대로 183 (가락동),현대오일뱅크,N,"1,625","1,625",N,N,Y,N,N,송파구,37.498494,127.125356
323,송파주유소,서울 송파구 송이로 28 (송파동),GS칼텍스,Y,"1,625","1,633",N,N,Y,N,N,송파구,37.5087961,127.1063816
324,(주)퍼스트오일서울주유소,서울 송파구 문정로 153,S-OIL,N,"1,630","1,670",N,N,N,N,N,송파구,37.4931962,127.1363101
325,(주)뉴명성산업 남성주유소,서울 송파구 백제고분로 474 (방이동),현대오일뱅크,N,"1,645","1,695",Y,N,N,N,N,송파구,37.5125561,127.1140297
326,현대오일뱅크㈜직영 올림픽셀프주유소,서울 송파구 위례성대로 188 (오금동),현대오일뱅크,Y,"1,658","1,617",Y,N,Y,Y,Y,송파구,37.5096342,127.1318961
327,대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),SK에너지,N,"1,898","1,898",Y,N,N,N,N,송파구,37.5336366,127.1205963
328,(주)타이거오일 신정주유소,서울 양천구 중앙로 226 (신정동),SK에너지,Y,"1,519","1,499",N,N,N,N,N,양천구,37.5167682,126.8546569
329,삼미상사(주)신월IC셀프주유소,서울 양천구 중앙로 331 (신월동),SK에너지,Y,"1,524","1,499",N,N,Y,N,N,양천구,37.5254507,126.8497568
330,지에스이앤알 직영 서울주유소,서울 양천구 신정로 236 (신정동),GS칼텍스,Y,"1,529","1,509",Y,N,N,N,N,양천구,37.5105184,126.8476876
331,현대주유소,서울 양천구 남부순환로 372 (신월동),S-OIL,Y,"1,535","1,472",Y,N,N,N,N,양천구,37.5338107,126.8292398
332,플라트(주)서호주유소,서울 양천구 남부순환로 317,GS칼텍스,N,"1,535","1,472",Y,N,Y,N,N,양천구,37.5385523,126.8269276
333,양천구주유소,서울 양천구 국회대로 275 (목동),알뜰주유소,Y,"1,544","1,517",Y,N,Y,N,Y,양천구,37.5302832,126.8655289
334,형산석유(주)원주유소,서울 양천구 남부순환로 408,현대오일뱅크,N,"1,545","1,485",Y,N,Y,N,Y,양천구,37.53100269999999,126.8310216
335,개나리Self주유소,서울 양천구 남부순환로 442 (신월동),SK에너지,Y,"1,545","1,485",Y,N,Y,N,N,양천구,37.5280874,126.8329813
336,신월주유소,서울 양천구 신월로 193 (신월동),GS칼텍스,Y,"1,578","1,499",N,N,N,N,N,양천구,37.5200142,126.8440687
337,가로공원주유소,서울 양천구 가로공원로 165 (신월동),SK에너지,N,"1,578","1,517",Y,N,N,N,Y,양천구,37.5369402,126.8342781
338,현대오일뱅크(주)직영 양정주유소,서울 양천구 국회대로 158 (신정동),현대오일뱅크,N,"1,578","1,548",N,N,N,N,N,양천구,37.5280112,126.852512
339,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),GS칼텍스,Y,"1,592","1,599",Y,N,N,N,N,양천구,37.532098,126.8755213
340,현대오일뱅크(주)직영 양천셀프주유소,서울 양천구 목동로 17,현대오일뱅크,Y,"1,596","1,635",Y,N,N,N,N,양천구,37.5106085,126.8711101
341,신정동주유소,서울 양천구 안양천로 663 (신정동),현대오일뱅크,Y,"1,597","1,567",Y,N,N,Y,N,양천구,37.5063457,126.8711098
342,현대오일뱅크(주)직영 남부순환셀프주유소,서울 양천구 남부순환로 553 (신월동),현대오일뱅크,Y,"1,598","1,558",Y,N,N,Y,Y,양천구,37.5195591,126.8387341
343,SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),SK에너지,Y,"1,599","1,618",Y,N,N,N,N,양천구,37.528087,126.8538198
344,SK에너지(주) 신평,서울 양천구 목동남로 62,SK에너지,N,"1,599","1,599",Y,N,Y,N,N,양천구,37.5093616,126.8662268
345,목동주유소,서울 양천구 목동중앙로 125 (목동),SK에너지,Y,"1,602","1,599",Y,N,N,N,N,양천구,37.539599,126.8745724
346,현대오일뱅크(주)직영 양천현대셀프주유소,서울 양천구 안양천로 1179 (목동),현대오일뱅크,Y,"1,612","1,599",Y,Y,Y,Y,Y,양천구,37.545811,126.8814261
347,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),현대오일뱅크,Y,"1,612","1,599",N,N,N,N,N,양천구,37.5463168,126.8639087
348,지에스칼텍스㈜ 건지주유소,서울 양천구 안양천로 1171 (목동),GS칼텍스,Y,"1,612","1,599",Y,N,N,N,N,양천구,37.5451737,126.8821565
349,(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),현대오일뱅크,N,"1,629","1,579",Y,N,N,N,Y,양천구,37.5091516,126.8393172
350,현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,현대오일뱅크,Y,"1,658","1,669",Y,N,Y,N,N,양천구,37.5190709,126.8710957
351,신양주유소,서울 양천구 지양로 67,SK에너지,N,"1,699","1,749",Y,N,N,N,N,양천구,37.5214632,126.833821
352,영등포제일셀프주유소,서울 영등포구 가마산로 379,현대오일뱅크,Y,"1,527","1,495",Y,N,Y,N,N,영등포구,37.5023621,126.8994521
353,남서울고속주유소,서울 영등포구 가마산로 367 (대림동),SK에너지,Y,"1,527","1,495",Y,N,N,N,Y,영등포구,37.5015666,126.8987908
354,한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),SK에너지,Y,"1,535","1,515",Y,N,N,N,N,영등포구,37.4983597,126.9197576
355,도림주유소,서울 영등포구 도림로 343 (도림동),알뜰주유소,Y,"1,535","1,495",N,N,Y,N,N,영등포구,37.5076563,126.900191
356,(주)강서오일,서울 영등포구 도신로 151,현대오일뱅크,N,"1,535","1,495",N,N,N,N,Y,영등포구,37.5099691,126.9082307
357,행촌주유소,서울 영등포구 도신로 130 (신길동),SK에너지,Y,"1,535","1,495",Y,N,N,Y,Y,영등포구,37.5085141,126.9061074
358,(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),GS칼텍스,Y,"1,535","1,495",Y,N,Y,N,Y,영등포구,37.4985562,126.8957906
359,성락주유소,서울 영등포구 가마산로 414 (신길동),S-OIL,Y,"1,535","1,495",Y,N,N,N,N,영등포구,37.5037504,126.9028235
360,영등포현대셀프주유소,서울 영등포구 경인로 822 (영등포동),현대오일뱅크,Y,"1,537","1,495",N,N,N,Y,N,영등포구,37.5152891,126.9044679
361,지에스칼텍스㈜ 신길주유소,서울 영등포구 신길로 74 (신길동),GS칼텍스,Y,"1,557","1,515",Y,N,N,N,Y,영등포구,37.4990184,126.9087781
362,(주)MS에너지,서울 영등포구 대림로 230,현대오일뱅크,N,"1,557","1,495",Y,N,N,N,N,영등포구,37.5013302,126.8974032
363,㈜지에스이앤알 모드니주유소,서울 영등포구 경인로 789,GS칼텍스,N,"1,587","1,567",Y,N,N,N,N,영등포구,37.51470339999999,126.9007821
364,매봉주유소,서울 영등포구 도신로 248 (신길동),현대오일뱅크,Y,"1,587","1,567",Y,N,Y,N,N,영등포구,37.5130271,126.9183121
365,(주)지에스이앤알 보라주유소,서울 영등포구 영등포로 399 (신길동),GS칼텍스,N,"1,587","1,567",Y,N,N,N,N,영등포구,37.5134731,126.9227443
366,지에스칼텍스㈜ 화일주유소,서울 영등포구 도림로 415,GS칼텍스,Y,"1,594","1,536",N,N,N,N,N,영등포구,37.5132173,126.8964071
367,SK에너지(주) 신길동주유소,서울 영등포구 영등포로 348 (신길동),SK에너지,N,"1,599","1,569",Y,N,N,N,N,영등포구,37.5152891,126.916973
368,씨앤에스유통 한성주유소,서울 영등포구 여의대방로 227,S-OIL,N,"1,615","1,575",N,N,N,N,N,영등포구,37.5071373,126.9228727
369,(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),GS칼텍스,Y,"1,625","1,595",Y,N,N,N,N,영등포구,37.5374942,126.897009
370,선유도주유소,서울 영등포구 양평로 141 (양평동5가),S-OIL,Y,"1,625","1,605",Y,N,N,N,N,영등포구,37.5399253,126.8928726
371,SK에너지(주) 기린주유소,서울 영등포구 선유로 270,SK에너지,Y,"1,625","1,595",Y,N,N,Y,Y,영등포구,37.5362563,126.898953
372,SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),SK에너지,Y,"1,625","1,595",Y,N,N,N,Y,영등포구,37.5289951,126.8924107
373,현대오일뱅크㈜직영 대일셀프주유소,서울 영등포구 영등포로 168,현대오일뱅크,Y,"1,639","1,567",N,N,N,N,N,영등포구,37.5204486,126.9000304
374,현대오일뱅크(주)직영 국회대로주유소,서울 영등포구 국회대로 746 (여의도동),현대오일뱅크,N,"1,789","1,699",Y,N,N,N,N,영등포구,37.5279651,126.9160136
375,성원이앤에스(주)영등포지점,서울 영등포구 국회대로52길 9-13 (영등포동7가),GS칼텍스,N,"1,938","1,950",N,N,N,N,N,영등포구,37.5223774,126.9078531
376,버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),SK에너지,N,"1,990","1,990",Y,N,N,N,N,영등포구,37.5279162,126.9078696
377,SK KH에너지 여의도주유소,서울 영등포구 국회대로 794 (여의도동),SK에너지,N,"2,090","2,139",Y,N,N,N,N,영등포구,37.5307038,126.9202903
378,SJ오일(주) 여의도주유소,서울 영등포구 은행로 64,GS칼텍스,N,"2,199","2,360",Y,N,N,Y,Y,영등포구,37.5303375,126.9255792
379,현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),현대오일뱅크,N,"1,848","1,768",Y,N,Y,N,N,용산구,37.5459042,127.0028583
380,동자동주유소,서울 용산구 한강대로104길 6 (동자동),SK에너지,N,"1,980","1,910",Y,N,N,N,N,용산구,37.5494341,126.9733782
381,현대오일뱅크(주)갈월동주유소,서울특별시 용산구 한강대로 322 (남영동),현대오일뱅크,N,"1,980","1,910",Y,N,Y,N,N,용산구,37.5469552,126.9722183
382,현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),현대오일뱅크,N,"1,999","1,899",Y,N,N,N,N,용산구,37.5505548,126.9769866
383,현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),현대오일뱅크,N,"2,012","1,899",Y,N,Y,N,N,용산구,37.5346046,126.9487786
384,(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),GS칼텍스,N,"2,019","1,989",N,N,N,N,N,용산구,37.5355412,126.9626861
385,(주)남경주유소,서울 용산구 녹사평대로11길 24,SK에너지,N,"2,094","2,032",Y,N,Y,N,Y,용산구,37.5222071,126.9932366
386,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),SK에너지,N,"2,109","1,985",Y,N,N,N,N,용산구,37.5336965,126.9561119
387,한남지점,서울 용산구 한남대로21길 4 (한남동),SK에너지,N,"2,217","2,197",N,N,N,N,N,용산구,37.5346573,127.0060631
388,에너비스,서울 용산구 한남대로 82 (한남동),SK에너지,N,"2,217","2,197",Y,N,N,N,N,용산구,37.5359518,127.0061296
389,한석주유소,서울 용산구 이촌로 164,SK에너지,N,"2,308","2,200",Y,N,N,N,Y,용산구,37.5214212,126.9653795
390,서계주유소,서울 용산구 청파로 367 (청파동),GS칼텍스,N,"2,679","2,675",Y,N,N,N,N,용산구,37.5522895,126.9689354
391,타이거주유소,서울 은평구 수색로 188 (증산동),SK에너지,Y,"1,524","1,519",Y,N,N,N,N,은평구,37.5843431,126.9075553
392,응암주유소,서울 은평구 응암로 163,현대오일뱅크,Y,"1,535","1,534",N,N,N,N,N,은평구,37.5867041,126.915896
393,다회주유소,서울 은평구 증산로 441 (신사동),S-OIL,Y,"1,539","1,534",N,N,N,N,N,은평구,37.5955921,126.9144513
394,불광주유소,서울 은평구 연서로 314 (불광동),현대오일뱅크,Y,"1,542","1,533",Y,N,N,N,N,은평구,37.6203679,126.9237343
395,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),현대오일뱅크,Y,"1,545","1,545",Y,N,N,N,N,은평구,37.581122,126.897774
396,지에스칼텍스㈜ 녹번주유소,서울 은평구 통일로 600 (녹번동),GS칼텍스,Y,"1,550","1,554",Y,N,N,N,N,은평구,37.6005055,126.9363315
397,지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),GS칼텍스,Y,"1,550","1,549",Y,N,N,N,Y,은평구,37.594051,126.9139211
398,지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),GS칼텍스,Y,"1,550","1,549",Y,N,Y,N,Y,은평구,37.5906926,126.9177223
399,지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),GS칼텍스,Y,"1,550","1,539",Y,N,N,N,N,은평구,37.5871071,126.8875419
400,(주)디오티디 은평유니콘주유소,서울 은평구 통일로 1151 (진관동),현대오일뱅크,N,"1,557","1,477",Y,N,N,N,N,은평구,37.6438385,126.9124158
401,성원이앤에스(주)은평지점,서울 은평구 통일로 968 (진관동),GS칼텍스,Y,"1,561","1,577",Y,N,N,N,N,은평구,37.6292375,126.9196753
402,은평뉴타운주유소,서울 은평구 통일로 924 (불광동),SK에너지,Y,"1,561","1,577",Y,N,Y,N,N,은평구,37.6252814,126.9203998
403,박석고개주유소,서울 은평구 통일로 945 (갈현동),SK에너지,Y,"1,571","1,577",Y,N,N,N,Y,은평구,37.6220821,126.9137086
